Full Name,Sheet Name,Form Name,Gen,SubLegendary,Legendary,Mythical,Species,Type 1,Type 2,Height (m),Weight (kg),Ability 1,Ability 2,Hidden Ability,BST,HP,ATK,DEF,SP. ATK,SP. DEF,SPD,catchRate,baseFriendship,baseExp,growthRate,MALE%,Clean Name,Starter,hasVariants,dex #,starterCost,starterDex
ZAMAZENTA (Hero of Many Battles),ZAMAZENTA,Hero of Many Battles,,,,,,FIGHTING,,2.9,210,DAUNTLESS_SHIELD,NONE,NONE,660,92,120,115,80,115,138,10,0,335,,,Zamazenta,ZAMAZENTA,TRUE,889,8,889
ZAMAZENTA (Crowned),ZAMAZENTA,Crowned,,,,,,FIGHTING,STEEL,2.9,785,DAUNTLESS_SHIELD,NONE,NONE,700,92,120,140,80,140,128,10,0,360,,,Zamazenta,ZAMAZENTA,TRUE,889,8,889
ETERNATUS,ETERNATUS,,8,FALSE,TRUE,FALSE,Gigantic Pokémon,POISON,DRAGON,20,950,PRESSURE,NONE,NONE,690,140,85,95,145,95,130,45,0,345,SLOW,null,Eternatus,ETERNATUS,TRUE,890,10,890
ETERNATUS (Normal),ETERNATUS,Normal,,,,,,POISON,DRAGON,20,950,PRESSURE,NONE,NONE,690,140,85,95,145,95,130,45,0,345,,,Eternatus,ETERNATUS,TRUE,890,10,890
ETERNATUS (E-Max),ETERNATUS,E-Max,,,,,,POISON,DRAGON,100,999.9,PRESSURE,NONE,NONE,1125,255,115,250,125,250,130,45,0,345,,,Eternatus,ETERNATUS,TRUE,890,10,890
KUBFU,KUBFU,,8,TRUE,FALSE,FALSE,Wushu Pokémon,FIGHTING,,0.6,12,INNER_FOCUS,NONE,NONE,385,60,90,60,53,50,72,3,50,77,SLOW,87.5,Kubfu,KUBFU,TRUE,891,6,891
URSHIFU,URSHIFU,,8,TRUE,FALSE,FALSE,Wushu Pokémon,FIGHTING,DARK,1.9,105,UNSEEN_FIST,NONE,NONE,550,100,130,100,63,60,97,3,50,275,SLOW,87.5,Urshifu,KUBFU,TRUE,892,,891
URSHIFU (Single Strike Style),URSHIFU,Single Strike Style,,,,,,FIGHTING,DARK,1.9,105,UNSEEN_FIST,NONE,NONE,550,100,130,100,63,60,97,3,50,275,,,Urshifu,KUBFU,TRUE,892,,891
URSHIFU (Rapid Strike Style),URSHIFU,Rapid Strike Style,,,,,,FIGHTING,WATER,1.9,105,UNSEEN_FIST,NONE,NONE,550,100,130,100,63,60,97,3,50,275,,,Urshifu,KUBFU,TRUE,892,,891
URSHIFU (G-Max Single Strike Style),URSHIFU,G-Max Single Strike Style,,,,,,FIGHTING,DARK,29,999.9,UNSEEN_FIST,NONE,NONE,650,120,150,115,83,75,107,3,50,275,,,Urshifu,KUBFU,TRUE,892,,891
URSHIFU (G-Max Rapid Strike Style),URSHIFU,G-Max Rapid Strike Style,,,,,,FIGHTING,WATER,26,999.9,UNSEEN_FIST,NONE,NONE,650,120,150,115,83,75,107,3,50,275,,,Urshifu,KUBFU,TRUE,892,,891
ZARUDE,ZARUDE,,8,FALSE,FALSE,TRUE,Rogue Monkey Pokémon,DARK,GRASS,1.8,70,LEAF_GUARD,NONE,NONE,600,105,120,105,70,95,105,3,0,300,SLOW,null,Zarude,ZARUDE,FALSE,893,5,893
ZARUDE (Normal),ZARUDE,Normal,,,,,,DARK,GRASS,1.8,70,LEAF_GUARD,NONE,NONE,600,105,120,105,70,95,105,3,0,300,,,Zarude,ZARUDE,FALSE,893,5,893
ZARUDE (Dada),ZARUDE,Dada,,,,,,DARK,GRASS,1.8,70,LEAF_GUARD,NONE,NONE,600,105,120,105,70,95,105,3,0,300,,,Zarude,ZARUDE,FALSE,893,5,893
REGIELEKI,REGIELEKI,,8,TRUE,FALSE,FALSE,Electron Pokémon,ELECTRIC,,1.2,145,TRANSISTOR,NONE,NONE,580,80,100,50,100,50,200,3,35,290,SLOW,null,Regieleki,REGIELEKI,TRUE,894,6,894
REGIDRAGO,REGIDRAGO,,8,TRUE,FALSE,FALSE,Dragon Orb Pokémon,DRAGON,,2.1,200,DRAGONS_MAW,NONE,NONE,580,200,100,50,100,50,80,3,35,290,SLOW,null,Regidrago,REGIDRAGO,TRUE,895,6,895
GLASTRIER,GLASTRIER,,8,TRUE,FALSE,FALSE,Wild Horse Pokémon,ICE,,2.2,800,CHILLING_NEIGH,NONE,NONE,580,100,145,130,65,110,30,3,35,290,SLOW,null,Glastrier,GLASTRIER,TRUE,896,6,896
SPECTRIER,SPECTRIER,,8,TRUE,FALSE,FALSE,Swift Horse Pokémon,GHOST,,2,44.5,GRIM_NEIGH,NONE,NONE,580,100,65,60,145,80,130,3,35,290,SLOW,null,Spectrier,SPECTRIER,TRUE,897,8,897
CALYREX,CALYREX,,8,FALSE,TRUE,FALSE,King Pokémon,PSYCHIC,GRASS,1.1,7.7,UNNERVE,NONE,NONE,500,100,80,80,80,80,80,3,100,250,SLOW,null,Calyrex,CALYREX,TRUE,898,8,898
CALYREX (Normal),CALYREX,Normal,,,,,,PSYCHIC,GRASS,1.1,7.7,UNNERVE,NONE,NONE,500,100,80,80,80,80,80,3,100,250,,,Calyrex,CALYREX,TRUE,898,8,898
CALYREX (Ice),CALYREX,Ice,,,,,,PSYCHIC,ICE,2.4,809.1,AS_ONE_GLASTRIER,NONE,NONE,680,100,165,150,85,130,50,3,100,340,,,Calyrex,CALYREX,TRUE,898,8,898
CALYREX (Shadow),CALYREX,Shadow,,,,,,PSYCHIC,GHOST,2.4,53.6,AS_ONE_SPECTRIER,NONE,NONE,680,100,85,80,165,100,150,3,100,340,,,Calyrex,CALYREX,TRUE,898,8,898
WYRDEER,WYRDEER,,8,FALSE,FALSE,FALSE,Big Horn Pokémon,NORMAL,PSYCHIC,1.8,95.1,INTIMIDATE,FRISK,SAP_SIPPER,525,103,105,72,105,75,65,45,50,263,SLOW,50,Wyrdeer,STANTLER,FALSE,899,,234
KLEAVOR,KLEAVOR,,8,FALSE,FALSE,FALSE,Axe Pokémon,BUG,ROCK,1.8,89,SWARM,SHEER_FORCE,SHARPNESS,500,70,135,95,45,70,85,15,50,175,MEDIUM_FAST,50,Kleavor,SCYTHER,TRUE,900,,123
URSALUNA,URSALUNA,,8,FALSE,FALSE,FALSE,Peat Pokémon,GROUND,NORMAL,2.4,290,GUTS,BULLETPROOF,UNNERVE,550,130,140,105,45,80,50,20,50,275,MEDIUM_FAST,50,Ursaluna,TEDDIURSA,TRUE,901,,216
BASCULEGION,BASCULEGION,,8,FALSE,FALSE,FALSE,Big Fish Pokémon,WATER,GHOST,3,110,SWIFT_SWIM,ADAPTABILITY,MOLD_BREAKER,530,120,112,65,80,75,78,45,50,265,MEDIUM_FAST,50,Basculegion,BASCULIN,FALSE,902,,550
BASCULEGION (Male),BASCULEGION,Male,,,,,,WATER,GHOST,3,110,SWIFT_SWIM,ADAPTABILITY,MOLD_BREAKER,530,120,112,65,80,75,78,45,50,265,,,Basculegion,BASCULIN,FALSE,902,,550
BASCULEGION (Female),BASCULEGION,Female,,,,,,WATER,GHOST,3,110,SWIFT_SWIM,ADAPTABILITY,MOLD_BREAKER,530,120,92,65,100,75,78,45,50,265,,,Basculegion,BASCULIN,FALSE,902,,550
SNEASLER,SNEASLER,,8,FALSE,FALSE,FALSE,Free Climb Pokémon,FIGHTING,POISON,1.3,43,PRESSURE,UNBURDEN,POISON_TOUCH,510,80,130,60,40,80,120,20,50,102,MEDIUM_SLOW,50,Sneasler,HISUI_SNEASEL,TRUE,903,,6215
OVERQWIL,OVERQWIL,,8,FALSE,FALSE,FALSE,Pin Cluster Pokémon,DARK,POISON,2.5,60.5,POISON_POINT,SWIFT_SWIM,INTIMIDATE,510,85,115,95,65,65,85,45,50,179,MEDIUM_FAST,50,Overqwil,HISUI_QWILFISH,FALSE,904,,6211
ENAMORUS,ENAMORUS,,8,TRUE,FALSE,FALSE,Love-Hate Pokémon,FAIRY,FLYING,1.6,48,CUTE_CHARM,NONE,CONTRARY,580,74,115,70,135,80,106,3,50,116,SLOW,0,Enamorus,ENAMORUS,TRUE,905,6,905
ENAMORUS (Incarnate Forme),ENAMORUS,Incarnate Forme,,,,,,FAIRY,FLYING,1.6,48,CUTE_CHARM,NONE,CONTRARY,580,74,115,70,135,80,106,3,50,116,,,Enamorus,ENAMORUS,TRUE,905,6,905
ENAMORUS (Therian Forme),ENAMORUS,Therian Forme,,,,,,FAIRY,FLYING,1.6,48,OVERCOAT,NONE,OVERCOAT,580,74,115,110,135,100,46,3,50,116,,,Enamorus,ENAMORUS,TRUE,905,6,905
SPRIGATITO,SPRIGATITO,,9,FALSE,FALSE,FALSE,Grass Cat Pokémon,GRASS,,0.4,4.1,OVERGROW,NONE,PROTEAN,310,40,61,54,45,45,65,45,50,62,MEDIUM_SLOW,87.5,Sprigatito,SPRIGATITO,FALSE,906,4,906
FLORAGATO,FLORAGATO,,9,FALSE,FALSE,FALSE,Grass Cat Pokémon,GRASS,,0.9,12.2,OVERGROW,NONE,PROTEAN,410,61,80,63,60,63,83,45,50,144,MEDIUM_SLOW,87.5,Floragato,SPRIGATITO,FALSE,907,,906
MEOWSCARADA,MEOWSCARADA,,9,FALSE,FALSE,FALSE,Magician Pokémon,GRASS,DARK,1.5,31.2,OVERGROW,NONE,PROTEAN,530,76,110,70,81,70,123,45,50,265,MEDIUM_SLOW,87.5,Meowscarada,SPRIGATITO,FALSE,908,,906
FUECOCO,FUECOCO,,9,FALSE,FALSE,FALSE,Fire Croc Pokémon,FIRE,,0.4,9.8,BLAZE,NONE,UNAWARE,310,67,45,59,63,40,36,45,50,62,MEDIUM_SLOW,87.5,Fuecoco,FUECOCO,TRUE,909,4,909
CROCALOR,CROCALOR,,9,FALSE,FALSE,FALSE,Fire Croc Pokémon,FIRE,,1,30.7,BLAZE,NONE,UNAWARE,411,81,55,78,90,58,49,45,50,144,MEDIUM_SLOW,87.5,Crocalor,FUECOCO,TRUE,910,,909
SKELEDIRGE,SKELEDIRGE,,9,FALSE,FALSE,FALSE,Singer Pokémon,FIRE,GHOST,1.6,326.5,BLAZE,NONE,UNAWARE,530,104,75,100,110,75,66,45,50,265,MEDIUM_SLOW,87.5,Skeledirge,FUECOCO,TRUE,911,,909
QUAXLY,QUAXLY,,9,FALSE,FALSE,FALSE,Duckling Pokémon,WATER,,0.5,6.1,TORRENT,NONE,MOXIE,310,55,65,45,50,45,50,45,50,62,MEDIUM_SLOW,87.5,Quaxly,QUAXLY,TRUE,912,4,912
QUAXWELL,QUAXWELL,,9,FALSE,FALSE,FALSE,Practicing Pokémon,WATER,,1.2,21.5,TORRENT,NONE,MOXIE,410,70,85,65,65,60,65,45,50,144,MEDIUM_SLOW,87.5,Quaxwell,QUAXLY,TRUE,913,,912
QUAQUAVAL,QUAQUAVAL,,9,FALSE,FALSE,FALSE,Dancer Pokémon,WATER,FIGHTING,1.8,61.9,TORRENT,NONE,MOXIE,530,85,120,80,85,75,85,45,50,265,MEDIUM_SLOW,87.5,Quaquaval,QUAXLY,TRUE,914,,912
LECHONK,LECHONK,,9,FALSE,FALSE,FALSE,Hog Pokémon,NORMAL,,0.5,10.2,AROMA_VEIL,GLUTTONY,THICK_FAT,254,54,45,40,35,45,35,255,50,51,MEDIUM_FAST,50,Lechonk,LECHONK,FALSE,915,2,915
OINKOLOGNE,OINKOLOGNE,,9,FALSE,FALSE,FALSE,Hog Pokémon,NORMAL,,1,120,LINGERING_AROMA,GLUTTONY,THICK_FAT,489,110,100,75,59,80,65,100,50,171,MEDIUM_FAST,50,Oinkologne,LECHONK,FALSE,916,,915
OINKOLOGNE (Male),OINKOLOGNE,Male,,,,,,NORMAL,,1,120,LINGERING_AROMA,GLUTTONY,THICK_FAT,489,110,100,75,59,80,65,100,50,171,,,Oinkologne,LECHONK,FALSE,916,,915
OINKOLOGNE (Female),OINKOLOGNE,Female,,,,,,NORMAL,,1,120,AROMA_VEIL,GLUTTONY,THICK_FAT,489,115,90,70,59,90,65,100,50,171,,,Oinkologne,LECHONK,FALSE,916,,915
TAROUNTULA,TAROUNTULA,,9,FALSE,FALSE,FALSE,String Ball Pokémon,BUG,,0.3,4,INSOMNIA,NONE,STAKEOUT,210,35,41,45,29,40,20,255,50,42,ERRATIC,50,Tarountula,TAROUNTULA,FALSE,917,1,917
SPIDOPS,SPIDOPS,,9,FALSE,FALSE,FALSE,Trap Pokémon,BUG,,1,16.5,INSOMNIA,NONE,STAKEOUT,404,60,79,92,52,86,35,120,50,141,ERRATIC,50,Spidops,TAROUNTULA,FALSE,918,,917
NYMBLE,NYMBLE,,9,FALSE,FALSE,FALSE,Grasshopper Pokémon,BUG,,0.2,1,SWARM,NONE,TINTED_LENS,210,33,46,40,21,25,45,190,20,42,MEDIUM_FAST,50,Nymble,NYMBLE,TRUE,919,3,919
LOKIX,LOKIX,,9,FALSE,FALSE,FALSE,Grasshopper Pokémon,BUG,DARK,1,17.5,SWARM,NONE,TINTED_LENS,450,71,102,78,52,55,92,30,0,158,MEDIUM_FAST,50,Lokix,NYMBLE,TRUE,920,,919
PAWMI,PAWMI,,9,FALSE,FALSE,FALSE,Mouse Pokémon,ELECTRIC,,0.3,2.5,STATIC,NATURAL_CURE,IRON_FIST,240,45,50,20,40,25,60,190,50,48,MEDIUM_FAST,50,Pawmi,PAWMI,FALSE,921,3,921
PAWMO,PAWMO,,9,FALSE,FALSE,FALSE,Mouse Pokémon,ELECTRIC,FIGHTING,0.4,6.5,VOLT_ABSORB,NATURAL_CURE,IRON_FIST,350,60,75,40,50,40,85,80,50,123,MEDIUM_FAST,50,Pawmo,PAWMI,FALSE,922,,921
PAWMOT,PAWMOT,,9,FALSE,FALSE,FALSE,Hands-On Pokémon,ELECTRIC,FIGHTING,0.9,41,VOLT_ABSORB,NATURAL_CURE,IRON_FIST,490,70,115,70,70,60,105,45,50,245,MEDIUM_FAST,50,Pawmot,PAWMI,FALSE,923,,921
TANDEMAUS,TANDEMAUS,,9,FALSE,FALSE,FALSE,Couple Pokémon,NORMAL,,0.3,1.8,RUN_AWAY,PICKUP,OWN_TEMPO,305,50,50,45,40,45,75,150,50,61,FAST,null,Tandemaus,TANDEMAUS,TRUE,924,4,924
MAUSHOLD,MAUSHOLD,,9,FALSE,FALSE,FALSE,Family Pokémon,NORMAL,,0.3,2.3,FRIEND_GUARD,CHEEK_POUCH,TECHNICIAN,470,74,75,70,65,75,111,75,50,165,FAST,null,Maushold,TANDEMAUS,TRUE,925,,924
MAUSHOLD (Family of Four),MAUSHOLD,Family of Four,,,,,,NORMAL,,0.3,2.8,FRIEND_GUARD,CHEEK_POUCH,TECHNICIAN,470,74,75,70,65,75,111,75,50,165,,,Maushold,TANDEMAUS,TRUE,925,,924
MAUSHOLD (Family of Three),MAUSHOLD,Family of Three,,,,,,NORMAL,,0.3,2.3,FRIEND_GUARD,CHEEK_POUCH,TECHNICIAN,470,74,75,70,65,75,111,75,50,165,,,Maushold,TANDEMAUS,TRUE,925,,924
FIDOUGH,FIDOUGH,,9,FALSE,FALSE,FALSE,Puppy Pokémon,FAIRY,,0.3,10.9,OWN_TEMPO,NONE,KLUTZ,312,37,55,70,30,55,65,190,50,62,MEDIUM_SLOW,50,Fidough,FIDOUGH,FALSE,926,2,926
DACHSBUN,DACHSBUN,,9,FALSE,FALSE,FALSE,Dog Pokémon,FAIRY,,0.5,14.9,WELL_BAKED_BODY,NONE,AROMA_VEIL,477,57,80,115,50,80,95,90,50,167,MEDIUM_SLOW,50,Dachsbun,FIDOUGH,FALSE,927,,926
SMOLIV,SMOLIV,,9,FALSE,FALSE,FALSE,Olive Pokémon,GRASS,NORMAL,0.3,6.5,EARLY_BIRD,NONE,HARVEST,260,41,35,45,58,51,30,255,50,52,MEDIUM_SLOW,50,Smoliv,SMOLIV,FALSE,928,3,928
DOLLIV,DOLLIV,,9,FALSE,FALSE,FALSE,Olive Pokémon,GRASS,NORMAL,0.6,11.9,EARLY_BIRD,NONE,HARVEST,354,52,53,60,78,78,33,120,50,124,MEDIUM_SLOW,50,Dolliv,SMOLIV,FALSE,929,,928
ARBOLIVA,ARBOLIVA,,9,FALSE,FALSE,FALSE,Olive Pokémon,GRASS,NORMAL,1.4,48.2,SEED_SOWER,NONE,HARVEST,510,78,69,90,125,109,39,45,50,255,MEDIUM_SLOW,50,Arboliva,SMOLIV,FALSE,930,,928
SQUAWKABILLY,SQUAWKABILLY,,9,FALSE,FALSE,FALSE,Parrot Pokémon,NORMAL,FLYING,0.6,2.4,INTIMIDATE,HUSTLE,GUTS,417,82,96,51,45,51,92,190,50,146,ERRATIC,50,Squawkabilly,SQUAWKABILLY,FALSE,931,2,931
SQUAWKABILLY (Green Plumage),SQUAWKABILLY,Green Plumage,,,,,,NORMAL,FLYING,0.6,2.4,INTIMIDATE,HUSTLE,GUTS,417,82,96,51,45,51,92,190,50,146,,,Squawkabilly,SQUAWKABILLY,FALSE,931,2,931
SQUAWKABILLY (Blue Plumage),SQUAWKABILLY,Blue Plumage,,,,,,NORMAL,FLYING,0.6,2.4,INTIMIDATE,HUSTLE,GUTS,417,82,96,51,45,51,92,190,50,146,,,Squawkabilly,SQUAWKABILLY,FALSE,931,2,931
SQUAWKABILLY (Yellow Plumage),SQUAWKABILLY,Yellow Plumage,,,,,,NORMAL,FLYING,0.6,2.4,INTIMIDATE,HUSTLE,SHEER_FORCE,417,82,96,51,45,51,92,190,50,146,,,Squawkabilly,SQUAWKABILLY,FALSE,931,2,931
SQUAWKABILLY (White Plumage),SQUAWKABILLY,White Plumage,,,,,,NORMAL,FLYING,0.6,2.4,INTIMIDATE,HUSTLE,SHEER_FORCE,417,82,96,51,45,51,92,190,50,146,,,Squawkabilly,SQUAWKABILLY,FALSE,931,2,931
NACLI,NACLI,,9,FALSE,FALSE,FALSE,Rock Salt Pokémon,ROCK,,0.4,16,PURIFYING_SALT,STURDY,CLEAR_BODY,280,55,55,75,35,35,25,255,50,56,MEDIUM_SLOW,50,Nacli,NACLI,TRUE,932,4,932
NACLSTACK,NACLSTACK,,9,FALSE,FALSE,FALSE,Rock Salt Pokémon,ROCK,,0.6,105,PURIFYING_SALT,STURDY,CLEAR_BODY,355,60,60,100,35,65,35,120,50,124,MEDIUM_SLOW,50,Naclstack,NACLI,TRUE,933,,932
GARGANACL,GARGANACL,,9,FALSE,FALSE,FALSE,Rock Salt Pokémon,ROCK,,2.3,240,PURIFYING_SALT,STURDY,CLEAR_BODY,500,100,100,130,45,90,35,45,50,250,MEDIUM_SLOW,50,Garganacl,NACLI,TRUE,934,,932
CHARCADET,CHARCADET,,9,FALSE,FALSE,FALSE,Fire Child Pokémon,FIRE,,0.6,10.5,FLASH_FIRE,NONE,FLAME_BODY,255,40,50,40,50,40,35,90,50,51,SLOW,50,Charcadet,CHARCADET,TRUE,935,4,935
ARMAROUGE,ARMAROUGE,,9,FALSE,FALSE,FALSE,Fire Warrior Pokémon,FIRE,PSYCHIC,1.5,85,FLASH_FIRE,NONE,WEAK_ARMOR,525,85,60,100,125,80,75,25,20,263,SLOW,50,Armarouge,CHARCADET,TRUE,936,,935
CERULEDGE,CERULEDGE,,9,FALSE,FALSE,FALSE,Fire Blades Pokémon,FIRE,GHOST,1.6,62,FLASH_FIRE,NONE,WEAK_ARMOR,525,75,125,80,60,100,85,25,20,263,SLOW,50,Ceruledge,CHARCADET,TRUE,937,,935
TADBULB,TADBULB,,9,FALSE,FALSE,FALSE,EleTadpole Pokémon,ELECTRIC,,0.3,0.4,OWN_TEMPO,STATIC,DAMP,272,61,31,41,59,35,45,190,50,54,MEDIUM_FAST,50,Tadbulb,TADBULB,FALSE,938,3,938
BELLIBOLT,BELLIBOLT,,9,FALSE,FALSE,FALSE,EleFrog Pokémon,ELECTRIC,,1.2,113,ELECTROMORPHOSIS,STATIC,DAMP,495,109,64,91,103,83,45,50,50,173,MEDIUM_FAST,50,Bellibolt,TADBULB,FALSE,939,,938
WATTREL,WATTREL,,9,FALSE,FALSE,FALSE,Storm Petrel Pokémon,ELECTRIC,FLYING,0.4,3.6,WIND_POWER,VOLT_ABSORB,COMPETITIVE,280,40,40,35,55,40,70,180,50,56,MEDIUM_SLOW,50,Wattrel,WATTREL,TRUE,940,3,940
KILOWATTREL,KILOWATTREL,,9,FALSE,FALSE,FALSE,Frigatebird Pokémon,ELECTRIC,FLYING,1.4,38.6,WIND_POWER,VOLT_ABSORB,COMPETITIVE,490,70,70,60,105,60,125,90,50,172,MEDIUM_SLOW,50,Kilowattrel,WATTREL,TRUE,941,,940
MASCHIFF,MASCHIFF,,9,FALSE,FALSE,FALSE,Rascal Pokémon,DARK,,0.5,16,INTIMIDATE,RUN_AWAY,STAKEOUT,340,60,78,60,40,51,51,150,50,68,MEDIUM_SLOW,50,Maschiff,MASCHIFF,FALSE,942,3,942
MABOSSTIFF,MABOSSTIFF,,9,FALSE,FALSE,FALSE,Boss Pokémon,DARK,,1.1,61,INTIMIDATE,GUARD_DOG,STAKEOUT,505,80,120,90,60,70,85,75,50,177,MEDIUM_SLOW,50,Mabosstiff,MASCHIFF,FALSE,943,,942
SHROODLE,SHROODLE,,9,FALSE,FALSE,FALSE,Toxic Mouse Pokémon,POISON,NORMAL,0.2,0.7,UNBURDEN,PICKPOCKET,PRANKSTER,290,40,65,35,40,35,75,190,50,58,MEDIUM_SLOW,50,Shroodle,SHROODLE,TRUE,944,2,944
GRAFAIAI,GRAFAIAI,,9,FALSE,FALSE,FALSE,Toxic Monkey Pokémon,POISON,NORMAL,0.7,27.2,UNBURDEN,POISON_TOUCH,PRANKSTER,485,63,95,65,80,72,110,90,50,170,MEDIUM_SLOW,50,Grafaiai,SHROODLE,TRUE,945,,944
BRAMBLIN,BRAMBLIN,,9,FALSE,FALSE,FALSE,Tumbleweed Pokémon,GRASS,GHOST,0.6,0.6,WIND_RIDER,NONE,INFILTRATOR,275,40,65,30,45,35,60,190,50,55,MEDIUM_FAST,50,Bramblin,BRAMBLIN,FALSE,946,3,946
BRAMBLEGHAST,BRAMBLEGHAST,,9,FALSE,FALSE,FALSE,Tumbleweed Pokémon,GRASS,GHOST,1.2,6,WIND_RIDER,NONE,INFILTRATOR,480,55,115,70,80,70,90,45,50,168,MEDIUM_FAST,50,Brambleghast,BRAMBLIN,FALSE,947,,946
TOEDSCOOL,TOEDSCOOL,,9,FALSE,FALSE,FALSE,Woodear Pokémon,GROUND,GRASS,0.9,33,MYCELIUM_MIGHT,NONE,NONE,335,40,40,35,50,100,70,190,50,67,MEDIUM_SLOW,50,Toedscool,TOEDSCOOL,TRUE,948,3,948
TOEDSCRUEL,TOEDSCRUEL,,9,FALSE,FALSE,FALSE,Woodear Pokémon,GROUND,GRASS,1.9,58,MYCELIUM_MIGHT,NONE,NONE,515,80,70,65,80,120,100,90,50,180,MEDIUM_SLOW,50,Toedscruel,TOEDSCOOL,TRUE,949,,948
KLAWF,KLAWF,,9,FALSE,FALSE,FALSE,Ambush Pokémon,ROCK,,1.3,79,ANGER_SHELL,SHELL_ARMOR,REGENERATOR,450,70,100,115,35,55,75,120,50,158,MEDIUM_FAST,50,Klawf,KLAWF,FALSE,950,3,950
CAPSAKID,CAPSAKID,,9,FALSE,FALSE,FALSE,Spicy Pepper Pokémon,GRASS,,0.3,3,CHLOROPHYLL,INSOMNIA,KLUTZ,304,50,62,40,62,40,50,190,50,61,MEDIUM_FAST,50,Capsakid,CAPSAKID,TRUE,951,3,951
SCOVILLAIN,SCOVILLAIN,,9,FALSE,FALSE,FALSE,Spicy Pepper Pokémon,GRASS,FIRE,0.9,15,CHLOROPHYLL,INSOMNIA,MOODY,486,65,108,65,108,65,75,75,50,170,MEDIUM_FAST,50,Scovillain,CAPSAKID,TRUE,952,,951
RELLOR,RELLOR,,9,FALSE,FALSE,FALSE,Rolling Pokémon,BUG,,0.2,1,COMPOUND_EYES,NONE,SHED_SKIN,270,41,50,60,31,58,30,190,50,54,FAST,50,Rellor,RELLOR,TRUE,953,2,953
RABSCA,RABSCA,,9,FALSE,FALSE,FALSE,Rolling Pokémon,BUG,PSYCHIC,0.3,3.5,SYNCHRONIZE,NONE,TELEPATHY,470,75,50,85,115,100,45,45,50,165,FAST,50,Rabsca,RELLOR,TRUE,954,,953
FLITTLE,FLITTLE,,9,FALSE,FALSE,FALSE,Frill Pokémon,PSYCHIC,,0.2,1.5,ANTICIPATION,FRISK,SPEED_BOOST,255,30,35,30,55,30,75,120,50,51,MEDIUM_SLOW,50,Flittle,FLITTLE,FALSE,955,3,955
ESPATHRA,ESPATHRA,,9,FALSE,FALSE,FALSE,Ostrich Pokémon,PSYCHIC,,1.9,90,OPPORTUNIST,FRISK,SPEED_BOOST,481,95,60,60,101,60,105,60,50,168,MEDIUM_SLOW,50,Espathra,FLITTLE,FALSE,956,,955
TINKATINK,TINKATINK,,9,FALSE,FALSE,FALSE,Metalsmith Pokémon,FAIRY,STEEL,0.4,8.9,MOLD_BREAKER,OWN_TEMPO,PICKPOCKET,297,50,45,45,35,64,58,190,50,59,MEDIUM_SLOW,0,Tinkatink,TINKATINK,TRUE,957,4,957
TINKATUFF,TINKATUFF,,9,FALSE,FALSE,FALSE,Hammer Pokémon,FAIRY,STEEL,0.7,59.1,MOLD_BREAKER,OWN_TEMPO,PICKPOCKET,380,65,55,55,45,82,78,90,50,133,MEDIUM_SLOW,0,Tinkatuff,TINKATINK,TRUE,958,,957
TINKATON,TINKATON,,9,FALSE,FALSE,FALSE,Hammer Pokémon,FAIRY,STEEL,0.7,112.8,MOLD_BREAKER,OWN_TEMPO,PICKPOCKET,506,85,75,77,70,105,94,45,50,253,MEDIUM_SLOW,0,Tinkaton,TINKATINK,TRUE,959,,957
WIGLETT,WIGLETT,,9,FALSE,FALSE,FALSE,Garden Eel Pokémon,WATER,,1.2,1.8,GOOEY,RATTLED,SAND_VEIL,245,10,55,25,35,25,95,255,50,49,MEDIUM_FAST,50,Wiglett,WIGLETT,FALSE,960,2,960
WUGTRIO,WUGTRIO,,9,FALSE,FALSE,FALSE,Garden Eel Pokémon,WATER,,1.2,5.4,GOOEY,RATTLED,SAND_VEIL,425,35,100,50,50,70,120,50,50,149,MEDIUM_FAST,50,Wugtrio,WIGLETT,FALSE,961,,960
BOMBIRDIER,BOMBIRDIER,,9,FALSE,FALSE,FALSE,Item Drop Pokémon,FLYING,DARK,1.5,42.9,BIG_PECKS,KEEN_EYE,ROCKY_PAYLOAD,485,70,103,85,60,85,82,25,50,243,SLOW,50,Bombirdier,BOMBIRDIER,TRUE,962,4,962
FINIZEN,FINIZEN,,9,FALSE,FALSE,FALSE,Dolphin Pokémon,WATER,,1.3,60.2,WATER_VEIL,NONE,NONE,315,70,45,40,45,40,75,200,50,63,SLOW,50,Finizen,FINIZEN,FALSE,963,3,963
PALAFIN,PALAFIN,,9,FALSE,FALSE,FALSE,Dolphin Pokémon,WATER,,1.3,60.2,ZERO_TO_HERO,NONE,NONE,457,100,70,72,53,62,100,45,50,160,SLOW,50,Palafin,FINIZEN,FALSE,964,,963
PALAFIN (Zero Form),PALAFIN,Zero Form,,,,,,WATER,,1.3,60.2,ZERO_TO_HERO,NONE,NONE,457,100,70,72,53,62,100,45,50,160,,,Palafin,FINIZEN,FALSE,964,,963
PALAFIN (Hero Form),PALAFIN,Hero Form,,,,,,WATER,,1.8,97.4,ZERO_TO_HERO,NONE,NONE,650,100,160,97,106,87,100,45,50,160,,,Palafin,FINIZEN,FALSE,964,,963
VAROOM,VAROOM,,9,FALSE,FALSE,FALSE,Single-Cyl Pokémon,STEEL,POISON,1,35,OVERCOAT,NONE,SLOW_START,300,45,70,63,30,45,47,190,50,60,MEDIUM_FAST,50,Varoom,VAROOM,FALSE,965,4,965
